,id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,CLass_9
0,0,0.09586434062409271,0.2729035834708738,0.030943215252015707,0.10236259530441756,0.20122205934731116,0.06531776839007863,0.17452016967394113,0.043308122809884796,0.013558145127384583
1,1,0.01848682728998106,0.05584217977685018,0.030980866640781313,0.002788935414646944,0.0,0.041668348280428986,0.8317338710212404,0.00826532298566777,0.010233648590403424
2,2,0.0016626331867734955,0.00017146561548948846,8.063817992634007e-05,0.0,0.0,0.9943804076554651,0.002699337979982794,0.0003411411366174532,0.0006643762457453038
3,3,0.005572343408860699,0.0009108028307956,0.0009918753845135884,0.23613770052471175,0.0,0.7368365710590042,0.004916545723383227,0.001324370720405801,0.013309790348325226
4,4,0.0,0.0,0.0,0.0,0.0,0.9999012345679011,9.876543209876543e-05,0.0,0.0
5,5,0.007345853632018516,0.37755173987757457,0.4914220623154882,0.0969234836308037,0.0,0.00016964118557936375,0.02385613501901383,0.001232678636301494,0.0014984057032202556
6,6,0.00019707531435288658,0.35485074450564347,0.633713172688594,0.009494624846123607,0.0006692412825680673,0.0,0.0008261511861739861,6.547023946050344e-05,0.00018351993708356202
7,7,0.0001901913066915979,0.33610227334231163,0.507383916070658,0.043049243582506024,0.00021971985862596132,0.02319330891707978,0.08819427243602947,0.0014742999130848403,0.00019277457301276107
8,8,0.0001175703051066831,0.9842677149894773,0.003066319404198825,0.008350196098636915,0.0,0.0,0.00018806485539750128,0.0,0.0040101343471828504
9,9,0.0001297814951838143,0.21270881898730856,0.7755633878548593,0.003787912646524522,0.00033388681998624685,0.0,0.0024584104582585963,0.004823364017718786,0.00019443772016012237
10,10,0.011843436196875374,0.33914330680539084,0.3793216695371826,0.009324639616893428,0.002019513640690473,0.01788399110275287,0.19418277807751036,0.04385654824162325,0.0024241167810808185
11,11,0.0,0.0,8.045699573577922e-05,0.00015155678061491284,0.9997679862236493,0.0,0.0,0.0,0.0
12,12,0.00011733138573232925,0.5794611669072873,0.33937609765630805,0.07962215381139394,0.0,0.0,0.001168323375854653,6.577419360400353e-05,0.000189152669819727
13,13,0.00020014699348901407,0.9771720002876773,0.0010902823779868794,0.004458722700896488,0.0,0.002616837900891159,0.0006279103390013698,0.0010861630952079557,0.012747936304849938
14,14,0.3192161292794015,0.17060343966327274,0.03828380510826213,0.004135804540868328,0.0013113565147974016,0.10386603752330224,0.17479333958301013,0.10029226397750735,0.0874978238095781
15,15,0.001640030501580683,0.0,8.042896393339851e-05,0.0,0.0,0.9831960456297685,0.0011800917552793409,0.0012354082033541498,0.012667994946083873
16,16,0.9468868844774815,0.0005575012859636183,7.686154687647002e-05,0.0009000180244739152,0.0,0.022523939466604397,0.0018564990073186543,0.018626282142151573,0.008572014049129894
17,17,0.40468643175848235,0.000586237379402553,0.0004933463166899877,0.0008203762633096608,0.00024160392112422885,0.07451000201920092,0.06507406843914301,0.42703440490072825,0.02655352900191911
18,18,0.0021279319101424774,0.8620798548492221,0.08938224147187235,0.02964381397705232,0.0003983215197841459,0.005134463316880982,0.005223042189378615,0.005384918404605324,0.000625412361061657
19,19,8.448303783345849e-05,0.0009033710622208491,8.05978551295957e-05,0.0012940122427590906,0.996756755360804,0.0,0.0001909200729006222,0.00034214277850179675,0.0003477175898505387
20,20,0.0005148699358023044,0.06700702272224952,0.04240307783475026,0.8865033517887685,0.0,0.0013993071808241118,0.0012662383228675329,6.685530929328312e-05,0.0008392769054444664
21,21,0.008950555406741317,0.4971316570665884,0.3722221665785159,0.0970304239217553,0.0009317647830605413,0.0,0.016661464833149297,0.0027048647902067763,0.00436710261998248
22,22,0.001031410201410671,0.602569992898497,0.36027081874753614,0.02425720852337716,0.0025358997454986367,0.0034541185566621412,0.001211083205702562,0.004473464514900659,0.00019600360641493797
23,23,0.0,0.007676079258653573,0.004948272498526301,0.9863656878341862,0.0,0.0002624257524153941,9.781681568360772e-05,0.0,0.0006497178405349388
24,24,0.00011876679071367911,0.00017073869913075904,0.0,0.0,0.0,0.0004157023443191513,0.0008476708042949336,0.9982932193952417,0.0001539019662998092
25,25,0.25740329926154026,0.005488685333640955,0.0014753020820309857,0.00014952491386917768,0.0,0.014723073787440678,0.01284852912082021,0.0015052932596100177,0.7064062922410477
26,26,0.003106470151701766,0.0038968171943469464,0.007304355145467832,0.0008117664569666109,0.0,0.047236758973413756,0.9316466107592435,0.003343997117170689,0.0026532242016889134
27,27,0.0017577002781584835,0.5849922974569642,0.2718030121365625,0.13449418364304172,0.0002381422603974618,0.0,0.004767128994494593,0.0001962304442972599,0.0017513047860836066
28,28,0.0,0.00032146648296628455,8.028900932607952e-05,0.0017521486312229847,0.9977470742845248,0.0,9.902159195970361e-05,0.0,0.0
29,29,0.001242610720019934,0.5947507239573167,0.3447092820689579,0.001400555901145712,0.01609653340365766,0.007693201160680993,0.023264602223782554,0.010023589944801521,0.0008189006196370331
30,30,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
31,31,0.08622328546555826,0.14404108653384973,0.03576121146144725,0.01699393024962384,0.00035419553369012055,0.12737975166703855,0.521183850732072,0.025382270960928335,0.04268041739579196
32,32,0.0018077816277681784,0.5262232591915533,0.40478468549772845,0.05191522715337873,0.00024955025969877975,0.0,0.013373831263921538,0.0002029692005525996,0.0014426958053984267
33,33,0.08265200573647664,0.0005030817802150982,8.210995497279036e-05,0.00015302591237730795,0.0,0.00543802751051467,0.011800716886086004,0.0054489854173816145,0.8939220468019758
34,34,0.0010524511763433761,0.0,0.0,0.0,0.0,0.9982679274045849,0.00018944250909099048,6.684600421382837e-05,0.0004233329057669495
35,35,0.0005184195729384596,0.0009043272725611641,0.0005026119043785674,0.0012976046737888328,0.995328729201577,0.0,0.0011877252723337163,6.75182999191817e-05,0.00019306380250312964
36,36,0.17593587943015288,0.16653644921276278,0.027736485894680116,0.08176918722567804,0.036646019425891505,0.08119311158085642,0.2890173012177939,0.09366938918964623,0.047496176822538226
37,37,0.0018188645103293082,0.7444739638169086,0.20012884316147658,0.014413965938184307,0.00025435920918661525,0.0,0.03817985461389726,6.869685431366928e-05,0.0006614518957038074
38,38,0.0,0.9505341417276428,0.03077863968270093,0.01765537503221969,0.0,0.0,0.0008418911672268471,0.0,0.0001899523902096561
39,39,0.4706200130973353,0.0034621464509656075,0.00045810091603594693,0.000425428491214506,0.00022420677950822206,0.041706150426348225,0.02054262793964689,0.4556235872863826,0.006937738612562695
40,40,0.030107874644506826,0.0036303250902358255,0.0010302577745497914,0.0013268999487745954,0.0,0.0688396966592515,0.8882748274385898,0.00392034272183636,0.0028697757222553195
41,41,0.002675998232741932,0.7475365168276396,0.21547969752081308,0.028507721618747848,0.0,0.0,0.005553642758477482,6.813295962614888e-05,0.00017829008195397822
42,42,0.0,0.9494396800067987,0.047296084381996555,0.0018385884748667904,0.0,0.0,0.00117115934667081,6.697098383857143e-05,0.00018751680582863352
43,43,0.00012105507448462925,0.5175031020279609,0.40704540231581793,0.074273868049764,0.0,0.0,0.0008121301904792209,6.786163698827905e-05,0.00017658070450500435
44,44,0.0023055438422503786,0.0,0.0,0.0,0.0,0.9850437725610509,0.001836046335238162,0.0009553578083249456,0.009859279453135453
45,45,0.0031010999767052045,0.03575174967214154,0.015596196733236761,0.001906511672620902,0.0,0.08334542438660168,0.8521078798804297,0.004103967850438021,0.004087169827826124
46,46,0.001766587579559882,0.4042653663610179,0.4881800180543159,0.08562528016282576,0.0002494894800251903,0.0,0.01863324665544018,0.00047105589381808076,0.000808955812997144
47,47,0.0,0.00017111567419575633,8.045699573577922e-05,0.00015155678061491284,0.9995968705494535,0.0,0.0,0.0,0.0
48,48,0.0022197692419191374,0.0005141632333961186,8.541991075314009e-05,0.00015017778871016078,0.0,0.06979697169681366,0.0008528577104687584,0.015513722196085137,0.910866918221854
49,49,0.00563672199940131,0.0001716504436023676,0.0004999574282296577,0.0,0.0,0.005529499292859177,0.0007773532986938729,0.9843835748352103,0.0030012427020032068
50,50,0.00012173188659534101,0.8959235884926526,0.0864001483510493,0.014260934804954788,0.0,0.0,0.0030355774051838984,6.824104758268767e-05,0.00018977801198139085
51,51,0.0001930867306992759,0.07346664284294878,0.23163431045432836,0.16353576264866745,0.0,0.018751529200545968,0.49843022981801505,0.0006745415296605284,0.013313896775134573
52,52,0.0011019163362602947,0.33926145215598275,0.45649544288478167,0.0017980070335412324,0.0,0.010688754466780177,0.16939761557805375,0.021071907090318115,0.00018490445428208
53,53,0.28004138005868984,0.0005549532662163119,0.00048593536642633416,0.00014370622210842793,0.0,0.02872706861782806,0.0003957166514615442,0.0018802715226620866,0.6877709682946073
54,54,0.002771104203631729,0.3585113022745781,0.6201932034878874,0.00821191581640284,0.00024215715593859776,0.0,0.003076984729866362,0.0018893591909792007,0.005103973140715803
55,55,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
56,56,0.005031961758674125,0.5091610898280126,0.3349219462839325,0.11270195678029178,0.0014120573516710764,0.005354666071517629,0.02106176129584586,0.004381965535929397,0.005972595094125046
57,57,0.00011787735343356036,0.9418263294977737,0.05009147063859354,0.006575237987816077,0.0,0.0,0.001201954247394087,0.0,0.00018713027498919806
58,58,0.0056236305007440575,0.00017066873572990954,0.0,0.0,0.0,0.0,0.0008482017972173947,0.9931669962762074,0.00019050269010106416
59,59,0.00013407966551960714,0.00028174848632836366,0.0005458229729928353,0.00017279508322451368,0.0,0.7022422213357435,0.2956059430917297,0.0007988039143220914,0.00021858545013937812
60,60,0.5916806892523993,0.0004928376689335781,7.964813407148787e-05,0.00046938114798144047,0.0,0.32375935099275277,0.016517359751139066,0.02646888495182291,0.040531848100899485
61,61,0.0005845883670761653,0.42920738148853516,0.5204130177805039,0.04574494114393133,0.00025646366367938636,0.0,0.0012136706380712044,0.0019822890007420834,0.0005976479174609166
62,62,0.0,0.0001709905623474025,8.06770107158501e-05,0.0,0.0,0.0019024972258705475,9.85642804980461e-05,0.9975566580724212,0.00019061284814696647
63,63,0.04439456304075597,0.00017998829313540282,7.956751317537727e-05,0.01173984519591318,0.0,0.934982479915942,0.0019312126118234375,0.004031864444704065,0.0026604789845504607
64,64,0.00012224537413545625,0.9180391730252974,0.06919124613396235,0.01157130600766528,0.0,0.0,0.0008438294434464682,0.0,0.00023220001549313456
65,65,0.0010118330424909144,0.7419741044048777,0.21038291664774897,0.04152480762287949,0.0,0.0,0.004659581879914314,6.6256760074571e-05,0.0003804996420140679
66,66,0.00011926685700926063,0.000573554264680479,8.065520798153472e-05,0.001383099375770992,0.9971963988879242,0.0,0.0004093176119957695,0.0,0.00023770779463770696
67,67,0.005507144967823982,0.923121770342755,0.0004920718191321027,0.00043146543056497567,0.0,0.01857613710045399,0.004669940546022398,0.04202277344316794,0.0051786963500797065
68,68,0.0,0.00032182805795997446,8.03793157797184e-05,0.0009129540621846529,0.9986848385640757,0.0,0.0,0.0,0.0
69,69,0.00012100828340560327,0.7673130824311877,0.22207313525404085,0.009639193732830903,0.0,0.0,0.0006042176149468941,6.783540661972433e-05,0.00018152727696836424
70,70,0.00011938906396757415,0.0,0.0,0.0001517857398462052,0.0,0.9977091046192624,0.0004102181942762452,0.000789253637329334,0.000820248745318141
71,71,0.0005911217860299006,0.000562066219556089,0.0015151677179948897,0.0008078268022670363,0.0,0.04650794043898381,0.9477515710620027,0.0008367952008217231,0.001427510772343938
72,72,0.0028644756346122824,0.34010859754687317,0.48581102772547685,0.14450388450590676,0.00023227595645794786,0.0,0.024862144711953468,0.0002015174260769452,0.0014160764926426331
73,73,0.0006255615052375665,0.44013832373027784,0.529814209015521,0.026804168132601152,0.0,0.0,0.0020061317524269567,0.0003603062500789834,0.00025129961385647094
74,74,0.044631417300095955,0.0001824752242899672,8.007005348545932e-05,0.00213379445542017,0.0,0.9330201585768623,0.000853587798739217,0.0016038345313364342,0.017494662059770516
