,id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,CLass_9
0,0,0.11416971683502197,0.3416765630245209,0.03054805099964142,0.11170388758182526,0.1105940118432045,0.07747071981430054,0.14695174992084503,0.047993261367082596,0.018892038613557816
1,1,0.017152899876236916,0.048366062343120575,0.04023074358701706,0.005126930307596922,0.0005539202247746289,0.03282681852579117,0.8352727293968201,0.011199061758816242,0.009270859882235527
2,2,0.001815496594645083,0.000446276186266914,0.00045230434625409544,0.00035425880923867226,8.635583071736619e-05,0.9936747550964355,0.0016367565840482712,0.0007562502869404852,0.0007776087149977684
3,3,0.004693768452852964,0.004912355914711952,0.0023338717874139547,0.21794115006923676,0.00040085852378979325,0.7528886198997498,0.00409427797421813,0.002429687650874257,0.010305439122021198
4,4,0.00011716991139110178,0.000136872025905177,0.0001316341949859634,0.0001257090480066836,4.9119007599074394e-05,0.9988564252853394,0.00019801418238785118,0.0002569524513091892,0.0001281581207877025
5,5,0.00946692656725645,0.37709295749664307,0.483984112739563,0.09195327758789062,0.0006119856261648238,0.0021402013953775167,0.03127282112836838,0.001785853412002325,0.0016919055487960577
6,6,0.0009130781982094049,0.3532620668411255,0.6251323819160461,0.015927685424685478,0.000667394429910928,0.0009426393080502748,0.001129784039221704,0.0013602268882095814,0.0006647074478678405
7,7,0.0012101405300199986,0.3427531123161316,0.5288143157958984,0.040361255407333374,0.0006518616573885083,0.02054497040808201,0.06347915530204773,0.0015164688229560852,0.0006687832064926624
8,8,0.0006888501811772585,0.9829524755477905,0.0036913168150931597,0.0072568971663713455,0.0002398088836343959,0.0004018372274003923,0.0005372629966586828,0.00037528376560658216,0.0038562926929444075
9,9,0.0006495892303064466,0.18271608650684357,0.7976795434951782,0.005498330108821392,0.0009246782283298671,0.0013743761228397489,0.004199324641376734,0.006339370273053646,0.0006187190883792937
10,10,0.0080248499289155,0.36564135551452637,0.40381863713264465,0.006782012991607189,0.0016460156766697764,0.011913453228771687,0.16865310072898865,0.03037332370877266,0.003147233510389924
11,11,0.000128541883896105,0.0003848473425023258,0.00022353501117322594,0.001253362512215972,0.9971711039543152,0.00031729976763017476,0.00015005814202595502,0.00019942288054153323,0.00017189326172228903
12,12,0.0007411189726553857,0.5844599604606628,0.3341854512691498,0.07618115842342377,0.000516293162945658,0.000763508549425751,0.0018820349359884858,0.000689613341819495,0.0005808832356706262
13,13,0.0014899414964020252,0.9604857563972473,0.0033383339177817106,0.005344643723219633,0.0004840408219024539,0.006743684411048889,0.00108222640119493,0.0016962426016107202,0.019335070624947548
14,14,0.35752928256988525,0.1564357429742813,0.033916112035512924,0.00611494854092598,0.0030281541403383017,0.13092602789402008,0.12734965980052948,0.09493943303823471,0.0897606760263443
15,15,0.0009184437221847475,0.0003822225844487548,0.00044156028889119625,0.0002026018628384918,7.844493666198105e-05,0.9917324781417847,0.0005350772989913821,0.0007646365556865931,0.0049445051699876785
16,16,0.9625781774520874,0.002512927632778883,0.0005520143313333392,0.0011555349919945002,0.0003277048817835748,0.014183837920427322,0.003912865649908781,0.011016563512384892,0.0037603811360895634
17,17,0.3517267107963562,0.002319439547136426,0.0013450348051264882,0.001615937682799995,0.0006629916606470942,0.06835831701755524,0.06502141803503036,0.4821808338165283,0.026769321411848068
18,18,0.003096289001405239,0.8578137755393982,0.08591295778751373,0.03581894934177399,0.0012931791134178638,0.00438865227624774,0.005293179769068956,0.005116751883178949,0.0012663049856200814
19,19,0.0006148210377432406,0.002736214781180024,0.0007117148488759995,0.0015815432416275144,0.9913137555122375,0.00044062017695978284,0.0006918715662322938,0.0008202094468288124,0.0010892347199842334
20,20,0.0008694673306308687,0.0725095272064209,0.04168158769607544,0.8771386742591858,0.00027989124646410346,0.004111351910978556,0.001779960934072733,0.0005083971773274243,0.0011210714001208544
21,21,0.011883380822837353,0.4914938807487488,0.3718929588794708,0.09343137592077255,0.0007368067163042724,0.0018223224906250834,0.02129995822906494,0.002498440910130739,0.004940852057188749
22,22,0.0017456845380365849,0.6075688600540161,0.3481903374195099,0.02116200141608715,0.005790378898382187,0.005045364610850811,0.003351412247866392,0.006291057448834181,0.0008548769983462989
23,23,0.00046293798368424177,0.008654546923935413,0.008196050301194191,0.9782604575157166,0.00021940232545603067,0.002425108104944229,0.000590018811635673,0.00029493498732335865,0.0008965322049334645
24,24,0.0006897525745444,0.001032048836350441,0.0003167215909343213,0.00026589108165353537,0.0001320795709034428,0.001684857066720724,0.0006394712836481631,0.9944896697998047,0.0007494973251596093
25,25,0.2893162965774536,0.005365094169974327,0.0015456887194886804,0.0005650005186907947,0.00032849126728251576,0.008017807267606258,0.015299612656235695,0.001959191868081689,0.6776028275489807
